text, labeling
청소년을 위한 행복한 재단이 되기를 응원하고 동참합니다!, 0
청소년들을 응원합니다~, 1
청소년들의 미래를 같이 만들어 가는 청소년그루터기재단 응원하겠습니다!, 1
청소년을 위한 행복과 성장의 플랫폼이 되기를 응원하고 동참합니다!, 0
은가은예쁨 응원합니다 대박날거에요, 1
은가은 사랑합니다, 1
가야제국 김수로왕 후손 김해 김씨 만세, 2
가은님 정말천사이십니다 항상 응원할께요 앞으로좋인일만있을거예요 사랑합니다, 1
오아시스 4화 시작하자마자 예쁜 은가은씨 나오네요! 잘못 본줄 알고 3번이나 돌려 봤다는~, 2
진짜 결혼하고 싶다, 2
고맙감사 잘하고있어요ㅠ, 1
안녕하세요 선생님 좋은 영상 잘 보고 갑니다 항상 행운이 함께 하시길 바랍니다, 1
역시~ 고음여신 감성여신 은가은 파이팅. 마음도 고음 ㅎ 의미가 너무좋은 이런 행사에 저도 앞으로도 계속 같이 하겠습니다., 0
봄이 사람으로 태어 난다면 봄날의 햇살 은가은님일겁니다., 1
은가은가수 만능탈렌트 최고다, 1
예쁜마음 은가은~ 응원합니다., 1
은가은님 좋은일 많이 하시네요 노래도잘하시고 얼굴도 이쁘시고 계속 좋은일 이어주세요, 1
오 기부행사도 하는군요 잘 됐으면 하네요, 1
"밝고 예쁜 가은이, 처음 댓글 달아봐. 항상 건강하고 행복하길", 1
은가은님!항상응원합니다. 다음에는 함께참석하겠습니다. 고생하셨습니다, 1
얼굴도 예쁜데 마음까지 예쁜 가수 은가은 앞으로도 함께 해요 ~ 은가은 기부천사, 1
은가은 씨. 팬입니다 가창력 이 너무나 아깝습니다. 뜨려고 너무 우왕좌왕 하지 마시고 가창력을 바탕으로 노래하는데 집중하세요. 곡을 받던지 곡을 만드세요. 아까운 가수 왁스 의 재판이 되셔서는 안 됩니다. 하다못해 임재범 콘서트 의 주제가 라도 계속 부르세요 플리스. 한눈 팔지 마세요, 3
기부천사 가은님.. 마음도 따뜻한 가은님 따뜻한 사랑을 전하는 가은님~늘 가은님 뒤에서 온세상이 초록빛이 물들길 바라며 사랑이 넘치는 가은님 응원합니다~ 아프시지 마시고 건강조심하시고 행복한길만 걸으시길 응원하며 사랑해요~! 가은님 좋은밤되세요~, 1
계속 함께해요 은가은님 응원합니다 파이팅, 1
천성이 맑고 꾸미지 않아도 기분좋게하는 모습이 볼때마다 방가 방가~크게 성공하이소 응원디기 합니더예^^, 1
은가은 기부천사 세젤예 앞으로도 쭈욱 선행을 함께해요~, 0
가은님 응원합니당 기부천사 가은님, 1
은가은 님 응원합니다 학교밖청소년 기부 기부행사 선한영향력 항상 감사해요, 1
옥에티를 잡고 다시올라왔네요! 앞으로도 계속 함께해요, 2
은가은 응원합니다, 1
유재석씨 자랑스럽습니다! 역시 멋짐!괜히 국민들이 좋아하나~ㅎㅎ 좋은 일하셔서 보기좋습니다., 1
유재석 수입이 1년에 20억넘는데 더 기부해야되는거 아니냐 ?, 3
기부김장훈처럼.. 기부유재석처럼.. 유재석처럼하고싶다 굳이 전재산을.., 0
코로나 19로 더 힘들어하실 분들에게 기부해주셔서 정말 감사드려요 늘 응원하고 있어요 유느님 칭찬 하려면 끝도 없죠 ㅋㅋ 우리 모두 힘내서 코로나 19 극복합시답 코로나로 고생하시고 또 돕는 모든 분들을 응원합니다 ), 1
유재석씨.. 저런사람 다신안나온다! 정말 괜찮은 사람.. 어려운사람 돕는다는게 정말 힘든건데 ㅠㅠ 존경합니다, 1
생리대로 고통받는 청소년들에게 고스란히 좀 돌아갔으면.. 그냥 사서 나눠줘요. 진짜 뉴스보면.참., 2
기부를 했으면 생색 좀 그만하자 이방 저방 혼자 쓸고 다니면서 벌여들이는 돈에 비하면 아무것도 아니구만 방송 빽이 한목싸구나, 3
재석아 그만 방송나와라 혼자다해먹지말구 후배길점터라, 3
인생 멘토.., 1
상구네 화이팅, 1
사장님~너무 좋은일 하시네요. 사회에 공헌하시고 싶어하시는 사장님꿈도 너무 멋지십니다. 꿈이루어 가실수 있도록 기도드릴께요.멋지세요, 1
우와 윤코치 먹방보다가 자연스럽게 들어옴, 2
넉넉해도 기부라는건 쉽지 않은데 정말 멋있네요. 멋집니다, 1
누군가에게는 따뜻한 한 점이 되었겠네요. 따뜻한 세상을 만들기 위한 상구네돼지구이의 노력에 박수와 응원을 전합니다 ), 1
와 상구네.. 자주가는 고기 찐맛집인데 기부까지.., 1
"이벤트 당첨자 발표 스타벅스 따뜻하게 함께 세트 / 꽃장미 / 짜장날땐짜증면 / / 긍정바이브 / 오락가락 / 홉홉 / 대디윤 / 푸른등대 당첨자 10분께는 댓글 좋아요를 눌러드렸습니다. 유튜브 계정 접속 화면과 교보생명 유튜브 구독 화면을 캡처하셔서, 아래 폼에 12월 18일까지 상품수령 정보를 입력해주세요! 앞으로도 교보생명 유튜브에 많은 관심과 응원 부탁드립니다!", 2
"11월 28일이 한참이 지났는데, 발표 좀 부탁드려요~", 3
다솜이 소리빛 사업, 2
다솜이 소리빛 사업 난청 아이들을 위한 아름다운 사업이네요., 1
"선천성 난청을 겪는 아이들 위해 사전 검사비 , 인공 달팽이관 수술 비용과 함께 언어재활치료를 1년간 지원하여 특수 학교가 아닌 일반 학교에 다니며 건강한 일상을 보내고 있다는 소식에 마음이 따뜻해지네요", 1
교보생명 희망다솜장학금! 소외계층 청년들이 학비와 생활비 마련의 이중고를 겪지 않게 하기 위해 지원해서 학업에 전념할 수 있게 해준다니 정말 좋네요ㅎㅎ 아동 청소년을 위한 나눔을 실천해서 어려운 이웃들을 도와주는 교보 최고에요~ 앞으로도 좋은 사회 공헌 활동 많이 해서 함께 잘 사는 사회를 위해 교보가 열일해주세요!, 0
사랑의 띠잇기 활동 응원해 드립니다~!언제나 번창하시고 사랑받으시구요 멋진 성과 이루세요~많이 응원해 드릴게요! 힘차게~ 파이팅.., 1
인공달팽이관 수술지원 및 언어재활치료 지원 치료를 받은 아이들이 특수학교가 아닌 일반학교로 진학해 건강하게 생활하고 있다고 하니 더할 나위 없이 기쁘네요. 파이팅~!, 1
난청인 아이들에게 많은 도움을 주신다는 내용이 인상 깊네요. 교보생명의 사회공헌활동을 응원합니다 ~, 1
대학입학을 앞둔 소외계층 청년들에게 도움을 주는 활동이 좋았어요^^)), 1
"보호아동 성장 지원 사업이 가장 인상 깊었어요 보호아동들의 성장을 위해 다양한 금융지식 교육과 인성, 정서 교육을 실시해 주어서 너무나 감사했네요", 1
"사랑의 띠잇기 활동이 가장 인상 깊네요. 자발적으로 급여에서 일부분 후원해서 사랑의 펀드를 만들고, 소외된 이웃을 돕는다는 게 정말 칭찬받아 마땅한 일이라고 생각됩니다. 앞으로도 다양한 사회공헌활동으로 교보생명의 신뢰가 더욱 두텁게 쌓이는 계기가 되길 응원합니다.", 1
사랑의 띠잇기 활동, 2
"알교보자를 통해 교보생명의 많은 부분에 대해서 알게되는 것 같아 좋습니다 아동과 청소년을 위한 교보의 진심이 여러 소외계층에게 각기 다른 다양한 지원들로 이루어지는 것 같아 감동적입니다 교보생명의 진심, 교보 다솜이 응원합니다 영상 잘 봤습니다 감사합니다", 1
제가 아무래도 아이들과 같이하는 직업을 가지고 있기에 난청의 어려움을 겪는 아이들에게 도움을 주는 게 제일 인상깊습니다, 2
아동 청소년을 위해 교보에서 이렇게 사회봉사활동을 하고 있는지 이번 기회를 통해 알게 되었어요 앞으로도 더욱 더 힘 써 주는 교보생명이 되기를 바랍니다 응원합니다, 1
"자립준비청년자립지원사업 조기인성, 정서, 금융교육을 실시하여 아이들이 사회에 안정적으로 정착할 수 있도록 디딤돌이 되어주는 활동을 응원합니다! 밝고 건강한 사회구성원으로 행복하게 살아갈 수 있는 환경을 지원한다는 것이 든든합니다!^^ 구독좋아요알림설정 완료!", 0
난청으로 어려움을 겪고 있는 아이들에게 소리를 선물하는 부분이 눈에 확 띄네요. 교보생명 따뜻한 활동 너무 감동이에요. 격하게 응원합니다 ^^, 1
"보호아동 성장지원사업이 가장 인상 깊었어요 자립준비가 부족한 아동이나 청소년들에게 조기 인성, 정서, 금융 교육을 실시해주고 경제적 어려움에 대비할수 있게 도움을 주는 지원사업이 너무나 고마웠네요", 1
사랑의 띠잇기, 2
자립준비청년들에게 기초 금융지식과 경제활동에 대한 상담을 제공하는 자립성장지원프로그램이 가장 기억에 남습니다!, 2
사랑의 띠잇기 활동으로 많은 소외된 아이들이 희망을 가질 수 있어서 제일 좋은 거 같애요, 1
사랑의 띠잇기 보고 감동했어요. 임직원 후원이라는 것도 그렇고 사회공헌활동을 말이 아닌 행동으로 보여주니까 더 감동이네요. 이익 이상의 것을 추구하는 교보생명 굿굿. 교보의 진심! 느껴져요., 1
희망다솜장학금 배움을 원하는데 돈이 없으면 얼마나 슬픈지 알고 있기 때문에 더 인상 깊었네요 ㅠㅠ 정말 필요한 사람들에게 필요한 지원제도를 제공하는 다솜이 사회봉사단 힘내세요~!, 1
소리빛 사업으로 난청 어린이들을 위해서 희망을 안겨주는 거 최고네요~ 교보생명이 사회적으로 얼마나 큰 기여를 하는지 잘 알 수 있었네요~ 감사합니다~, 1
자립준비청년 자립 지원사업 자립준비청년들에게는 지원이 꼭 필요하죠. 꼭 필요한 지원이니 더 감사하게 느끼고 더 의미 있다는 생각이 듭니다. 역경 극복을 위한 지원을 하는 교보생명 대단합니다., 1
사랑의 띠잇기 활동이 오랜기간 꾸준한 것도 그렇고 가장 감동적이었습니다! 교보생명이 사회공헌에 정말 최선을 다하는 게 느껴졌습니다!, 1
다솜이 소리빛 사업이 제일 인상 깊어요, 1
보호아동과 소외계층 청년들을 위한 지원 사업을 하고 있었다니 교보생명이 정말 대단하게 느껴지고 감동 받았네요. 교보생명 덕분에 사회가 좀 더 따뜻해지는 거 같아요. 감사하고 응원해요., 1
사랑의 띠잇기 활동 인상 깊어요, 1
사랑의 띠잇기가 가장 인상적이었네요 아동들을 돕는 것도 그렇고 임직원들이 참여하는 것도 그렇고 사회공헌활동에 가장 걸맞는다고 생각해요 많은 청년과 아동들을 위해 노력하는 교보생명이 참 멋있어요, 1
소외계층 청년들을 지원해주는 사업이 제일 좋아요. 나라의 핵심이 될 청년계층인 만큼 반드시 필요한 사업이라고 생각해요. 교보생명 응원해요., 1
와우 다솜이 소리빛 사업이 가장 인상 깊었습니다 다른 사업들도 정말 좋았지만 특히 제일 마음에 와닿았네요 정말 필요한 사업이라고 생각하고 따뜻한 교보의 진심이 담겨있는 것 같아요 아이들에게 지원되는 사업이라는 점에서 더욱 가치가 높다고 생각해요, 1
난청 어린이들에게 도움과 희망을 주는 교보생명에 박수를 보냅니다~, 1
선청성 난청 어린이를 위한 다솜이 소리빛 사업이 인상 깊었어요., 1
불편한 사람들에게 희망이 되주는 이야기들 응원합니다, 1
보호아동 성장지원 사업과 자립준비청년 자립 지원사업 정말 멋진것같아요! 특히 지원받다가 자립해야하는 아이들이 가장 어려움이 많을텐데 그 때 정서 인성 금융 등 꼭 필요한 부분들을 교육해주는 부분 멋지네요, 1
"다솜이 소리빛 사업 선천성 난청으로 불편한 아이들에게 소리를 들을수있도록 지원해주는 교보생명의 다솜소리사업 인성,정서 등 꿈과 희망이 느껴짐니다.", 1
교보생명의 아름다운 활동을 많은 사람들이 알았으면 좋겠네요. 사회적 소외계층을 지원하는 교보생명의생명보험업의 본질을 살린 사회공헌활동 정말 기업의 순기능 이라고 생각되네요. 이런 기업들이 널리 사랑 받아서 많은 사회적 순기능들이 잘 돌아갔으면 좋겠습니다. 교보생명을 응원합니다., 1
교보생명의 아름다운 사회공헌활동을 응원합니다. 앞으로도 많은 사회적 소외계층들이 지원받으며 미래에 대한 꿈을 키워나갔으면 좋겠습니다. 교보생명 진심으로 응원할게요., 1
"아동,청소년을 위한 교보의 진심을 알게 됐네요. 사회적 소외계층을 위한 다양한 활동들이 우리나라를 좀 더 살기 좋은 세상으로 만드는것 같습니다. 아름다운 기업활동을 하는 교보생명 많은 사람들이 알고 응원해주셨으면 좋겠습니다. 교보생명의 생명보험업의 본질을 살린 사회공헌활동을 앞으로 꾸준히 응원하겠습니다. 너무 고마운 사회공헌활동 감사합니다.", 1
"교보생명 희망다솜장학금이 가장 기억에 남아요! 배울 수 있는 권리는 빈부의 격차와 무관하게 누구나 누릴 수 있어야 하는데, 그렇지 못하는 경우가 많죠ㅠㅠ 교보생명 희망다솜장학금이 소외계층 청년들에게 큰 도움을 주어 학업에 전념할 수 있게 해준다니 너무 좋아네요!", 1
교보생명 임직원들의 자발적 사회적 공헌활동인 사랑의 띠잇기 활동으로 많은 소외된 아이들에게 꿈과 희망을 주는 정말 좋은 활동인거 같아요., 1
대학입학을 앞둔 소외계층 청년들에게 도움을 주는 활동이 너무 보기 좋았습니다. 생명보험업의 본질을 살린 사회공헌활동을 지속하고 있는 교보생명 너무 멋있는거 같습니다. 교보 다솜이 사회봉사단이 사회적 소외계층을 위한 지속가능한 지원제도를 운영하는것은 많은 기업들이 본받아야 된다고 생각합니다. 교보의 진심을 많은 사람들이 알게 됐으면 좋겠습니다. 정말 좋은 활동들 멋있습니다. 앞으로 꾸준히 응원하겠습니다., 0
다솜이 소리빛 사업 인상깊어요. 난청으로 불편한 아이들에게 지원이 돼서 큰 힘이 되는 것 같네요 !, 1
보호아동 이요 특히나 나이가 다 차서 자립해야 하는 아이들이 많은데 교육과 상담은 물론 경제 활동에 필요한 금융자립 생활비를 지원하는군요 앞으로도 더더욱 많은 사회공헌 활동 기대할꼐요 ~, 1
보호아동 성장지원사업과 자립준비청년 지원사업이 인상적이네요 보호아동이 자립할때 예전에는 지원이 거의 없어 경제적으로는 아르바이트를 하고 심리적으로도 상담도 없이 힘들게 자립하고는 했다던데 지원사업을 통해 자립준비청년이 멋진 어른으로 성장할 수 있을 것 같아요!, 1
"보호아동성장지원사업, 자립준비청년자립지원사업 정말 필요하다고 생각했는데 교보생명이 지원하고 있다니 너무 뜻깊어요ㅠㅠ", 1
교보생명 희망다솜장학금을 통해 학생들이 교육을 받지 못하거나 힘든상황이 있을때 도울 수 있는 좋은 방법이네요 다양한 사업이 많아서 참 든든하고 고객인 저로서도 정말 뿌듯하네요, 1
사랑의 띠잇기. 인상적입니다 지속적으로 해주세여, 1
다솜이 소리빛 사업 난청 어린이에게 새로운 희망을 보여주며 지원해주는 것이 너무 인상적이네요~ 이런 소외 아이들에게 새로운 모습을 줄 수 있어서 너무 좋네요~ 다양한 사회 활동 응원합니다., 1
"와우 다솜이 소리빛 사업이 가장 인상적이네요 선천성 난청을 겪는 아이들이 많다고 들었습니다. 경제적 어려움으로 제때 치료받지 못하고 치료시기를 놓치게 되는 경우가 많은데 가족들 맘이 얼마나 아프고 자신감을 잃고 위축될 아이를 생각하면 정말 감사한 일인 것 것 같아요. 아동, 청소년을 위한 교보의 진심에 감사를 전하고 싶습니다.", 1
"아동, 청소년을 위한 교보의 진심이 느껴지내요", 1
사랑의 띠잇기 활동이 가장 인상에 남아요, 1
소외계층들을 위한 지원제도 응원합니다., 1
난청 어린이들에게 시기적절한 치료의 도움을 주는 와우 다솜이 소리빛 사업이 가장 인상 깊네요. 소리를 통해 더 많은 사랑과 관심을 받을 수 있기를 바랍니다., 1
"소외계층 청년들에게 도움을 주는 활동이요 누군가의 꿈을 이어갈 수 있게.. 도움을 주는 일들,, 의미있고 가치있는 일 같아요~! 눈 크게 뜨고, 힘이 불끈 나게 크게 응원합니다 파쌰샤~행복 가득하세요 파이팅 즐겁게 방문하고 갑니다~ 좋은 하루 멋진 하루요!^^", 1
"보호아동 성장 지원사업,자립준비청년 자립지원사업이 인상깊습니다. 대한민국 미래인 아이들이 잘 성장할수 있게 도움을 주셔서 너무 감사드립니다!", 1
희망다솜 장학금 너무 좋은 정책이네요 대학 졸업하면 학자금 대출금 너무 부담되죠 사회에 첫발을 빚과 함께 내딛지 않게 도와주시는 것 너무 감사합니다, 1
사랑의 띠잇기 활동이요! 실제 임직원들의 후원으로 만들어진 펀드라서 교보생명의 진심이 느껴져서요. 진실된 나눔을 하시는 교보생명을 응원합니다!, 1
난청 어린이들을 위해서 노력하는 모습 정말 보기좋네요. 난청 아이들이 행복 하면 좋겠어요. 앞으로도 많은 소통 많은 교류 부탁할게요 응원합니다, 1
사회적 소외계층을 위한 다양한 비영리 단체와의 동반 관계를 통해 지속가능한 지원제도를 운영하고 있는 2002년 창단된 교보다솜이 사회봉사단, 2
"사랑의 띠잇기 활동 너무좋네요 소년소녀가장,한부모가정 아동 , 무연고아동등이 보다나은 환경에서 학습하고 자랄수 있도록 후원해주니 너무좋네요", 1
아이들이 더 나은 환경에서 자랄 수 있도록 자발적으로 후원하는 사랑의 띠잇기 활동이요!, 2
사회적 약자 계층에 도움을 주고자 노력하는 교보생명의 행보가 정말 보기 좋네요 힘든 사람들과 더불어 살아가려는 자세를 배우겠습니다., 0
사랑의 띠잇기 활동이 가장 인상깊었어요, 1
사랑의 띠잇기 활동으로 어려운 처지의 가정에 있는 아이들에게 큰 도움이 되고 사랑을 전달해 주시는군요. 정말 박수 보내고 싶어요., 1
교보의 진심을 느낄 수 있는 교보 다솜이 사회봉사단 앞으로도 많은 분들께 도움이 되는 것은 물론 우리사회를 더욱 따뜻하게 만들기 위한 다양한 활약 기대하고 응원합니다. 화이팅!, 1
난청 어린이들을 위해서 많은 경제적 도움과 삶의 희망을 주신다니 교보생명을 응원을 안할수가 없네요, 1
와우 다솜이 소리빛 사업을 통해 선천성 난청을 겪는 아이들이 일반학교로 진학할 수 있게 된다는 게 참 좋은 것 같습니다. 이렇게 좋은 일을 많이 하는 교보 다솜이 사회봉사단의 따뜻한 마음에 박수를 보냅니다., 1
자립준비청년자립지원사업 가장 인상 깊이 남았네요 보호아동 시설에서 이젠 나와서 자립을 해야 하는 청년들에게 필요한 비용을 지원해서 자립하는데 도움을 줄 수 있는 자립준비청년자립지원사업이라는 생각이 들고 필요한 도움이 이뤄질 수 있었으면 좋겠네요, 1
보호아동지원사업~ 희망다솜장학금~사랑의띠잇기등 좋은활동을 너무 많이하고 계시는군요, 1
"아동, 청소년을 위한 교보의 마음을 보았습니다 너무 좋습니다 만족해요 저도 앞으로도 더 잘되길 바라고 기원합니다", 1
사랑의 띠잇기 활동 어려운 환경에 처해있는 아이들에게 내어준 고마운 손길이 너무너무 감동적이기만 합니다 ~ ㅎㅎ, 1
보호아동 성장 지원사업이 정말 좋은 사업인것 같아요 앞으로도 쭉 이어나갈수 있도록 응원하겠습니다!, 1
보호아동 성장지원사업이 인상깊어요 모든 사람들이 건강하게 독립되길 자립되길 응원합니다, 1
다솜이 소리빛 사업 참 좋네요. 선천성 난청을 겪는 아이들에게 큰 선물을 안겨주고 빛이 되어주는 것 같아요., 1
사랑의 띠잇기 활동이 가장 인상깊었어요. 임직원분들이 자발적으로 매월 급여에서 일부분을 후원한다니 큰 감동입니다, 1
보호아동 성장 지원 사업 응원해요, 1
다솜이 소리빛 사업으로 인해 선청성난청을 겪는 아이들이 소리를 찿을수 있도록 도와준다니 멋진 사업 이네요., 1
"년부터 진행해온 와우 다솜이 소리빛 사업이 가장 인상 깊어요~ 선천성 난청이 있는 아이들을 적절한 시기에 치료, 수술, 차후 관리까지 이루어져 아이들의 맑은 미래를 위해 힘쓰는 교보생명의 사회공헌활동 ~ 끊어지지 않고 계속 이어졌으면 합니다~", 1
"난청아이들에게 사전 검사비,인공달팽이관 수술비용 지급과 함께 언어 재활 치료를 1년동안 지원한다고 하니 멋있어염", 1
보호아동 성장 지원 사업이 가장 기억에 남네요 따뜻한 사회로 불어주는 교보생명 사회공헌 활동들 감사합니다 ^^, 1
난청 어린이들을 위해서 많은 경제적 도움과 삶의 희망을 주신 것이 너무 따뜻해요, 1
보호아동청소년 금융교육자립성장 지원프로그램이 인상적이네요, 1
어려운 상황에 있는 아동 청소년을 위해 나눔의 미덕을 보여주고 있는 교보생명 진심으로 응원합니다., 1
보호아동청소년 금융교육 자립성장 지원프로그램 유익해요, 1
저는 교보생명의 다솜이 소리빛 사업 인상이 정말 인상적이었습니다 앞으로 활발한 사회 공헌 활동을 바탕으로 더욱 많은 사랑과 신뢰 받는 모습 보여주시길 바랍니다, 1
사랑의 띠잇기 소식 따뜻해요 함께하는 많은 분들이 행복해 졌으면 좋겠어요~, 1
소외계층 학비지원사업이 가장 인상적입니다., 1
년부터라니 벌써 20년이나 됐네요! 교보의 참된 발걸음을 응원합니다^^ㅎ, 1
사랑의 띠잇기 활동 감동 이예요~, 1
다솜이 소리빛 사업 ~ 진심을 다하는 교보생명 항상 지켜보며 응원할게요, 1
일본에서 봉사하러 다녀왔어요 가수 강유정 노래교실에 초재가수로 한류가수장경허ㅏ 저와 지인가수 장혁과함께 노래교실공연에 함께즈로운시간 되었읍니다, 0
"후원방법, 후원에대해 쉽게 알 수 있어서 좋아요", 1
함께 나눔을 실천해보아요, 1
후원으로 나눔이 있는 세상~ 함께할수 있어서 감사한 날입니다^^, 1
신청서 필요없는 후원도 있어요~여러분들의 격려와 응원의 댓글이 큰 후원이 됩니다^^, 1
나눔이 있는 행복한 하루~!~!~! 지역사회를 위한 소중한 마음이 모이면 좋겠네용 ), 1
희망입니다, 1
추운날 수고많으셨습니다 ~ 감사드리고 감사드립니다 ~ 아름다운 가족님들 덕분에 참으로~ 고맙습니다 덕분입니다 축복입니다 사랑합니다 희망입니다 당신이 희망입니다 ~, 1
대전역 희망나눔 수고하셨어요 고덕축사희, 1
"추운날씨 대전역 봉사하신분들, 기부해 주신분들 모두 모두 수고하셨습니다 사랑합니다", 1
"년 어르신문화활동지원 노년문화 캠페인 잘 봤습니다. 어르신들 밝은 모습 보니까 기분이 정말 좋아지네요 고령화 시대에 어르신들이 건강해야 사회가 안정화 됩니다. 다양한 문화활동에 참여하셔서 , 육체적 정신적으로 행복한 일상 보내세요 어르신들 건강하세요", 1
문화체육관광부에서 이런 좋은 활동을 지원하고 있는줄 처음 알았네요. 어르신분들의 문화활동과 사랑나눔의 꽃대 앞으로도 좋은 모습 많이 보여주세요, 1
꽃대라는 말 너무 아름답습니다, 슬로건, 긍정적인 의미로 너무 잘 지었습니다 어른신들 문화 생활 맘껏 향유하시고, 어르신들이 가지신 지혜를 젊은 세대와 나누면 우리 사회를 위해 좋은 거죠 ^^ . 어르신들 행복하고 건강 하셨으면 좋겠어요 저희 할아버지 , 할머니 많이 생각나네요, 1
"나이가 뭐가 중요한가요. 어떻게 행복하게 살 것인가가 중요합니다. 어르신들 건강하고 행복하게 사실려면 활동을 많이 하셔야 합니다 다양한 문화 활동을 통해서 어르신들 웃음도 많아지시고, 새로운 친구분들도 사귀겨서, 나날이 행복한 행복한 삶을 사셨으면 좋겠습니다", 1
어르신들의 모습을 보니 제가 다 기분이 좋아졌어요 멜로디도 중독성있고 하루종일 생각날 것 같아요 앞으로도 응원하겠습니다, 1
모두 신년에도 힘내세요, 1
아침에 일어나서 나갈 곳이 있다는 것은 언제나 즐겁습니다. 소풍 가기를 기다리는 초등학생이 된 것처럼 신나는 일입니다. 어르신들이 즐기고 신명나게 놀 수 있는 다양한 프로그램 짜주세요!, 2
어르신들의 모습을 보니 마음이 훈훈해지는 것 같습니다. 앞으로도 더욱 좋은 친구가 되었으면 하구요. 다들 건강하시고 즐거운 하루 하루 되세요., 1
멋진 청춘 응원합니다, 1
"나누는 꽃대, 그 열정을 응원합니다!", 1
어르신문화활동지원 넘 좋아요~ 100세 시대에 발 맞춰 가고 있네요~ 어르신들 표정 넘 밝아 보여요. 건강해 보이고요 멋진 청춘입니다, 1
좋은 정보 감사합니다, 2
초고령화시대를 코앞에 두고 노년층의분들이 건강하고 활동적인 문화활동을 통해서 세대간 소통과 공감하고 서로를 이해할 수 있는 활동으로 발전했으면 좋겠어요, 1
어르신문화활동지원문화로청춘 유튜브 보기 좋아요 건강하게 문화활동 부탁드립니다 유튜브 구독좋아요알람설정 완료 참여완료 문화로청춘 꽃대님들 응원해요 많사부 많관부 매일매일 즐거운 하루 따뜻한 하루 되시길 늘 건강하고 행복하세요 승승장구하시고 대박나세요 저도 성공해서 좋은 일 하고 싶어요 당첨되면 진심으로 감사드립니다, 1
문화 활동을 통해 즐거움을 얻는 것뿐만 아니라 다양한 세대와 교류하면서 삶에 긍정적 변화를 얻는 계기가 되었으면 좋겠습니다 노년 문화 캠페인 응원합니다, 1
"나누는 꽃대가 무슨뜻일까? 궁금했는데 꼰대 아닌 꽃대 였네요~ㅎㅎ 영상에 나온 어르신들의 환하게 웃는 표정이 꽃보다 아름다워요~ 100세 시대라고 하지만 주변에 소외되고 외롭게 지내는 노인분들이 많은데, 또래 친구분들과 어울려 함께 문화생활을 즐기며 청춘처럼 활기차고 반짝이는 노년을 보내셨음 좋겠어요~ 어르신 문화활동 지원 사업 오래오래 해주세요! 문화로 청춘, 나누는 꽃대 왕대박 응원합니다~ 홧팅!", 1
어르신의 멋진 활동 역시 나이에 상관없이 배움의 끝은 없다라는 것을 느끼게 되네요 앞으로도 이렇게 멋진 예술 활동을 계속해서 보여주세요 너무 멋진 작품을 만드셨고 앞으로도 만들어주세요, 1
년 어르신문화활동지원 노년문화 캠페인 많은 분들이 관심갖고 함께 동참할 수 있길 응원드립니다, 1
어르신들의 열정이 너무 멋있습니다. 문화로청춘 파이팅!, 1
어르신들이 새로운 경험과 소통으로 행복하신 모습을 보니 너무 기쁘네요 소중한 노년 시기를 문화활동 함께 행복하고 서로 가까워질 수 있게 도와주는 어르신 문화활동 지원사업 응원합니다!, 1
나이를 먹어도 열정은 계속 된다 더욱 배우려고 노력하는 모습이 너무나도 좋아보이네요 어르신문화활동지원 노년문화 캠페인의 계속되는 멋진 활동을 응원합니다, 1
어르신분들의 문화활동이 더 활발해지고 좋은 사업들이 많아 졌으면 좋겠어요! 모든 장년층분들 시니어분들의 활동을 응원합니다! 화이팅!, 1
어르신들의 문화활동에 대한 갈증을 해소하고 열정을 키워가는 모습이 정말 보기좋네요., 1
잘 배우고 갑니다 다양한 콘텐츠 기대하면서 항상 응원하겠습니다, 1
어르신들이 다양한 문화생활을 누리면서 연대 간 차이가 줄어드는거 같아서 너무 좋은 사업이라는 생각이 드네요. 어르신들이 문화생활에 있어서는 청춘이라고 생각하기에 어르신들이 문화생활의 재미를 느끼는 기회가 되었으면 좋겠습니다, 1
어르신들이 문화로청춘 사업을 통하여 다양한 문화생활을 경험하고 노년의 재미를 즐기는 기회가 되었으면 좋겠습니다. 어르신들의 밝은 얼굴이 눈에 들어오네요. 앞으로도 다양한 문화사업으로 노년층들이 제2의 전성기를 누리고 세대별 격차가 보다 가까워지길 바랍니다, 1
어르신들이 환하게 웃는 모습을 보니 덩달아 기분이 좋아집니다^^ 문화 활동을 통해 즐거움을 얻는 것뿐만 아니라 다양한 세대와 교류하면서~ 앞으로도 더 많은 노년세대가 문화활동으로 긍정적인 변화를 느낄 수 있기를 힘차게 응원해요^^, 1
"어르신들의 삶에 활기를 불어넣어주는 문화로청춘,나누는 꽃대캠페인을 응원해요 어르신이라고 못하실거 없고 더 열정 넘치게 즐기실 수 있답니다 아직도 청춘이신 어르신들을 응원해요", 1
"어르신들의 일상에 문화생활을 더해서 행복해하시는 모습을 보니 정말 좋네요. 함께하고 나누는 문화로 청춘, 나누는 꽃대 항상 응원합니다.", 1
"어르신들의 일상을 문화로 물들일 수 있는 문화로 청춘, 나누는 꽃대 캠페인 정말 뜻 깊은 것 같아요. 어르신들이 행복으로 가득한 시간들을 오래오래 가질 수 있기를 바랍니다.", 1
"어르신들이 영상 속에서 웃고 계시는 모습이 너무 보기 좋아요~ 의미 있는 것 일인것 같아요~! 문화로 청춘, 나누는 꽃대 꽃대 세대의 봄날을 진심으로 응원하며~ 모든 어르신들의 건강을 기원합니다!", 1
